neighbourhood_name,frac_dc,frac_dc_res,frac_dc_com,frac_dc_ind,frac_dc_mix,frac_dc_inst,frac_dc_unknown
MACTAGGART,0.005574679060114319,0.005574679060114319,0.0,0.0,0.0,0.0,0.0
ALCES,0.00554817831588324,0.00554817831588324,0.0,0.0,0.0,0.0,0.0
ELLERSLIE INDUSTRIAL,0.005249355866117532,1.398272601093302e-06,0.005215314898108382,0.0,0.0,2.0403952907845344e-05,1.2238742500210725e-05
MAPLE,0.005140965592564225,0.0,0.0,0.0,0.005140965592564225,0.0,0.0
LAUDERDALE,0.005085268518592589,0.0,0.0016478294605381683,0.0,0.002242133001520531,0.001195306056533889,0.0
RICHFIELD,0.005072827459588893,0.0,4.033610984353362e-06,0.0,0.0,0.0,0.00506879384860454
HIGH PARK,0.005003942981133735,0.0,0.005003942981133735,0.0,0.0,0.0,0.0
DELTON,0.004414769272853539,0.0020360547136548876,0.0,0.0,0.002378714559198651,0.0,0.0
EVANSDALE,0.004081358891872082,0.004077088857029237,1.817111081827889e-07,0.0,0.0,4.088323734662086e-06,0.0
MCNAMARA INDUSTRIAL,0.003940132175582599,0.0,0.0,0.003940132175582599,0.0,0.0,0.0
PRINCE CHARLES,0.0038996313095478454,0.0038996313095478454,0.0,0.0,0.0,0.0,0.0
KINISKI GARDENS,0.003535282299937007,0.0019224788654140102,0.0016128034345229967,0.0,0.0,0.0,0.0
CALDER,0.002986686634591894,0.001209312268697857,0.0,0.0,0.0017773743658940368,0.0,0.0
HILLVIEW,0.0027195221422813454,0.0,0.0027195221422813454,0.0,0.0,0.0,0.0
CANORA,0.0026687405364033273,0.0,0.0,0.0,0.0026687405364033273,0.0,0.0
ANTHONY HENDAY SOUTH BLACKBURNE,0.0022486131316367198,0.0022486131316367198,0.0,0.0,0.0,0.0,0.0
KILDARE,0.0020156755903079156,0.0,2.4943517408114394e-06,0.0,0.0,0.002013181238567104,0.0
RIVER'S EDGE,0.0017780765439653057,0.0017766752072105943,1.4013367547114322e-06,0.0,0.0,0.0,0.0
WINTERBURN INDUSTRIAL AREA EAST,0.0014702662535739158,0.0,0.0,0.0014682666190491244,0.0,1.999634524791364e-06,0.0
RIVER VALLEY LESSARD NORTH,0.0012256968100391667,0.0012256968100391667,0.0,0.0,0.0,0.0,0.0
NEWTON,0.0011040977972723387,0.0011040977972723387,0.0,0.0,0.0,0.0,0.0
MILL WOODS PARK,0.0010661035042388003,0.0,0.0,0.0,0.0010661035042388003,0.0,0.0
RIVER VALLEY VICTORIA,0.0010625394208560734,1.803511370484489e-05,0.0,0.0,0.0008580421896572325,0.0,0.00018646211749399615
GREENFIELD,0.0009143903241096196,0.000910801945834777,0.0,0.0,0.0,3.5883782748426733e-06,0.0
RIVER VALLEY OLESKIW,0.0007608413411997883,0.0007608413411997883,0.0,0.0,0.0,0.0,0.0
OGILVIE RIDGE,0.0007536378362605782,0.0007536378362605782,0.0,0.0,0.0,0.0,0.0
BLACKMUD CREEK RAVINE,0.0006663386452867349,0.0006663386452867349,0.0,0.0,0.0,0.0,0.0
EDMONTON SOUTH CENTRAL,0.0006021172209276891,5.451180795760903e-05,0.0,0.0005476054129700801,0.0,0.0,0.0
KENDAL,0.0005549884429109776,0.00028434654231794234,0.00027064190059303527,0.0,0.0,0.0,0.0
RIVER VALLEY GLENORA,0.0003999048528267946,0.0003999048528267946,0.0,0.0,0.0,0.0,0.0
BONAVENTURE INDUSTRIAL,0.0003658677728643803,0.0,0.00036214568441005497,3.7220884543253692e-06,0.0,0.0,0.0
MELTWATER,0.000358556112622981,2.779774136743394e-05,5.245969922495586e-06,0.0,0.0,0.00032551240133305145,0.0
ANTHONY HENDAY,0.0002853443506239315,0.0,1.6109581246346133e-05,3.1650244418876514e-07,0.0,0.0002689182669333966,0.0
RIVER VALLEY WINDERMERE,0.00021622396888330335,0.00021622396888330335,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY KINNAIRD,0.00019282560997406183,1.1820321331961865e-05,0.0,0.0,2.0239657885468093e-06,0.0,0.00017898132285355315
HUDSON,0.00016405583750744548,3.970928637817615e-05,0.00012434655112926932,0.0,0.0,0.0,0.0
DUGGAN,0.0001452565534123941,4.2500651303343795e-06,0.0001149826461850532,0.0,0.0,2.602384209700655e-05,0.0
THORNCLIFF,0.00014304516550757646,0.0,0.0,0.0,0.00014304516550757646,0.0,0.0
MARQUIS,8.883689797491314e-05,0.0,0.0,0.0,0.0,8.883689797491314e-05,0.0
BRINTNELL,6.906566784226508e-05,0.0,6.906566784226508e-05,0.0,0.0,0.0,0.0
SIFTON PARK,6.526856834662839e-05,0.0,6.526856834662839e-05,0.0,0.0,0.0,0.0
IDYLWYLDE,6.456736489176937e-05,2.6467025053783058e-06,9.434164354614482e-06,0.0,5.248649803177658e-05,0.0,0.0
BRECKENRIDGE GREENS,5.8520941397351195e-05,0.0,4.8885498222089714e-05,0.0,9.635443175261483e-06,0.0,0.0
OVERLANDERS,5.275924279246704e-05,0.0,3.480832728437253e-09,0.0,3.874121066449999e-05,0.0,1.4014551295238615e-05
MILL WOODS GOLF COURSE,5.095778816176523e-05,0.0,3.553721393292816e-05,0.0,0.0,1.5420574228837072e-05,0.0
WHITE INDUSTRIAL,4.067236552564597e-05,4.067236552564597e-05,0.0,0.0,0.0,0.0,0.0
ANTHONY HENDAY CASTLEDOWNS,3.836951130411741e-05,3.836951130411741e-05,0.0,0.0,0.0,0.0,0.0
EKOTA,3.805246070722624e-05,2.5483439723799143e-06,1.5203802058593205e-05,0.0,1.5875477513598886e-08,2.028443919873952e-05,0.0
BLUE QUILL,3.6707197752577286e-05,0.0,1.4368355946222827e-08,0.0,3.6692829396631067e-05,0.0,0.0
HENDERSON ESTATES,3.413620003030656e-05,3.413620003030656e-05,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY HERMITAGE,3.160804251189766e-05,3.160804251189766e-05,0.0,0.0,0.0,0.0,0.0
ANTHONY HENDAY HORSE HILL,2.236119324148726e-05,0.0,0.0,0.0,0.0,2.236119324148726e-05,0.0
ANTHONY HENDAY TERWILLEGAR,2.2096714761473136e-05,6.704448227458245e-06,0.0,5.030501191288656e-06,1.0361765342726235e-05,0.0,0.0
BELLEVUE,2.178853240944077e-05,0.0,2.178853240944077e-05,0.0,0.0,0.0,0.0
BULYEA HEIGHTS,1.8891670994635467e-05,2.4326011275638933e-06,1.6459069867071573e-05,0.0,0.0,0.0,0.0
RAMSAY HEIGHTS,1.8665304159635163e-05,0.0,1.8665304159635163e-05,0.0,0.0,0.0,0.0
WHITEMUD CREEK RAVINE TWIN BROOKS,1.6171680468161214e-05,1.6171680468161214e-05,0.0,0.0,0.0,0.0,0.0
MAPLE RIDGE,1.568315934542974e-05,0.0,0.0,0.0,1.568315934542974e-05,0.0,0.0
KLARVATTEN,1.3848512723349609e-05,0.0,0.0,0.0,0.0,1.3848512723349609e-05,0.0
ANTHONY HENDAY SOUTH EAST,1.3825585282728635e-05,5.436412021979304e-06,0.0,0.0,0.0,8.38917326074933e-06,0.0
SKYRATTLER,1.24406161775427e-05,0.0,1.24406161775427e-05,0.0,0.0,0.0,0.0
CAERNARVON,1.2339052419560913e-05,3.043387042842704e-07,0.0,0.0,0.0,1.2034713715276643e-05,0.0
UNIVERSITY OF ALBERTA,1.1657047827460647e-05,1.1657047827460647e-05,0.0,0.0,0.0,0.0,0.0
ASPEN GARDENS,1.138825203603543e-05,1.138825203603543e-05,0.0,0.0,0.0,0.0,0.0
UNIVERSITY OF ALBERTA FARM,1.0905804618996474e-05,1.0833933892443798e-05,0.0,0.0,0.0,0.0,7.187072655267569e-08
CUMBERLAND,9.373920429042047e-06,9.373920429042047e-06,0.0,0.0,0.0,0.0,0.0
WELLINGTON,9.290315632775647e-06,5.066156416604862e-06,4.224159216170786e-06,0.0,0.0,0.0,0.0
PARKVIEW,9.232117971212749e-06,0.0,9.232117971212749e-06,0.0,0.0,0.0,0.0
RIVER VALLEY CAPITOL HILL,9.044405647453448e-06,0.0,0.0,0.0,5.0265795467823395e-06,4.0178261006711086e-06,0.0
MAYFIELD,8.23635371980086e-06,0.0,8.23635371980086e-06,0.0,0.0,0.0,0.0
MITCHELL INDUSTRIAL,7.687794328251172e-06,0.0,0.0,7.687794328251172e-06,0.0,0.0,0.0
WESTWOOD,7.464624011012525e-06,0.0,7.464624011012525e-06,0.0,0.0,0.0,0.0
WILD ROSE,7.030830177170614e-06,5.547861730410265e-06,1.4829684467603488e-06,0.0,0.0,0.0,0.0
ANTHONY HENDAY ENERGY PARK,6.2356185166349595e-06,6.2356185166349595e-06,0.0,0.0,0.0,0.0,0.0
VIRGINIA PARK,5.523497153346866e-06,0.0,5.523497153346866e-06,0.0,0.0,0.0,0.0
PAPASCHASE INDUSTRIAL,5.4929941403897394e-06,0.0,0.0,5.4929941403897394e-06,0.0,0.0,0.0
ANTHONY HENDAY SOUTH,4.9187951540598634e-06,4.9187951540598634e-06,0.0,0.0,0.0,0.0,0.0
MILL CREEK RAVINE NORTH,4.192175900212404e-06,2.5487166624424777e-06,0.0,0.0,0.0,1.6434592377699265e-06,0.0
ALDERGROVE,3.3094505487418603e-06,0.0,0.0,0.0,3.3094505487418603e-06,0.0,0.0
BANNERMAN,2.5738135420090874e-06,2.5738135420090874e-06,0.0,0.0,0.0,0.0,0.0
ANTHONY HENDAY SOUTH WEST,2.499230685517119e-06,2.4514036337958098e-06,0.0,0.0,0.0,4.782705172130915e-08,0.0
RIVER VALLEY HIGHLANDS,2.4915700063761265e-06,2.4915700063761265e-06,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY TERWILLEGAR,2.4543502541068235e-06,3.791338947414668e-07,2.075216359365357e-06,0.0,0.0,0.0,0.0
DOMINION INDUSTRIAL,1.798277155576691e-06,0.0,0.0,1.798277155576691e-06,0.0,0.0,0.0
SWEET GRASS,1.3062710193819952e-06,0.0,0.0,0.0,0.0,1.3062710193819952e-06,0.0
THE HAMPTONS,1.2847305369315524e-06,1.1780572146485206e-06,9.805393707351242e-09,0.0,9.686792857568072e-08,0.0,0.0
RIVER VALLEY WALTERDALE,7.430940563938523e-07,0.0,4.6269131437637493e-07,0.0,2.804027420174773e-07,0.0,0.0
EASTGATE BUSINESS PARK,5.627133879362888e-07,0.0,5.627133879362888e-07,0.0,0.0,0.0,0.0
ANTHONY HENDAY MISTATIM,3.735960683134206e-07,0.0,0.0,0.0,0.0,3.735960683134206e-07,0.0
WEDGEWOOD HEIGHTS,3.695388385047441e-07,4.3928348069056816e-08,0.0,0.0,0.0,0.0,3.2561049043568727e-07
ROSSLYN,1.1805154653056247e-07,0.0,1.1805154653056247e-07,0.0,0.0,0.0,0.0
EDMONTON ENERGY AND TECHNOLOGY PARK,1.0383942080896257e-09,0.0,0.0,0.0,0.0,1.0383942080896257e-09,0.0
EDMONTON RESEARCH AND DEVELOPMENT PARK,9.083100473476258e-10,0.0,0.0,9.083100473476258e-10,0.0,0.0,0.0
ANTHONY HENDAY LAKE DISTRICT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTHONY HENDAY CLAREVIEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTHONY HENDAY RAMPART,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGO LINDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMBTON INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITEMUD CREEK RAVINE NORTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITEMUD CREEK RAVINE SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTVIEW VILLAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILSON INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEWIS FARMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LORELEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYMBURN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYNNWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINCHAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORRIS INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEE RIDGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATTSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLEOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRKNESS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDMONTON SOUTH CENTRAL EAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDMONTON SOUTH WEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY KESWICK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY KENDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY FORT EDMONTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY GOLD BAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY MAYFAIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVERVIEW AREA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY WHITEMUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY RIVERSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLENGARRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARSIDE INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOODRIDGE CORNERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTTEWELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGH PARK INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANDVIEW HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORWESTER INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAGMANN ESTATE INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUESNELL HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POUNDMAKER INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAINER INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVERGREEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PINTAIL LANDING,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY LAURIER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVER VALLEY RUNDLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIO TERRACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECOTEAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELMWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDMONTON SOUTH EAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKSIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLETON SQUARE INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPILANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLISLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAMBERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNDLE HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOVERCOURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEFFIELD INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAKAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHERBROOKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHERWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRAWFORD PLAINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROSSROADS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWN INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARLING,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH TERWILLEGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERGMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRACE HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEVERLY HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE QUILL ESTATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGYLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEACON HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATURYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST MEADOWLARK PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST SHEFFIELD INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTRIDGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALBERTA PARK INDUSTRIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBOTTSFIELD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
