slug,agreement_no,url,use,confidence,note
dc2-335,335,https://zoningbylaw.edmonton.ca/dc2-335,com,m,general business large site
dc2-336,336,https://zoningbylaw.edmonton.ca/dc2-336,res,h,low-medium density residential semi/row
dc2-338,338,https://zoningbylaw.edmonton.ca/dc2-338,res,h,low-medium density residential semi/row
dc2-339,339,https://zoningbylaw.edmonton.ca/dc2-339,res,h,low-medium density residential semi/row
dc2-340,340,https://zoningbylaw.edmonton.ca/dc2-340,com,m,retail commercial/amusement/office
dc2-342,342,https://zoningbylaw.edmonton.ca/dc2-342,inst,m,prison for Federally Sentenced Women
dc2-343,343,https://zoningbylaw.edmonton.ca/dc2-343,com,m,retail business + highway commercial
dc2-345,345,https://zoningbylaw.edmonton.ca/dc2-345,com,m,office building + highway commercial
dc2-348,348,https://zoningbylaw.edmonton.ca/dc2-348,com,m,funeral + cremation/interment services
dc2-349,349,https://zoningbylaw.edmonton.ca/dc2-349,res,h,low rise apartment
dc2-350,350,https://zoningbylaw.edmonton.ca/dc2-350,inst,m,Tourist Campsite + banquet
dc2-351,351,https://zoningbylaw.edmonton.ca/dc2-351,com,m,retail/general commercial/office
dc2-36,36,https://zoningbylaw.edmonton.ca/dc2-36,mix,l,interim convenience commercial then residential RA7
dc2-360,360,https://zoningbylaw.edmonton.ca/dc2-360,inst,m,EMS ambulance station
dc2-364,364,https://zoningbylaw.edmonton.ca/dc2-364,inst,m,religious assembly + bookstore/ministry/educational
dc2-367,367,https://zoningbylaw.edmonton.ca/dc2-367,inst,m,community service + ltd low intensity commercial
dc2-369,369,https://zoningbylaw.edmonton.ca/dc2-369,res,h,rural residential
dc2-370,370,https://zoningbylaw.edmonton.ca/dc2-370,res,m,low density single detached
dc2-371,371,https://zoningbylaw.edmonton.ca/dc2-371,res,m,low density single detached
dc2-372,372,https://zoningbylaw.edmonton.ca/dc2-372,res,m,low density single detached
dc2-373,373,https://zoningbylaw.edmonton.ca/dc2-373,res,m,low density single detached
dc2-376,376,https://zoningbylaw.edmonton.ca/dc2-376,res,h,family-oriented housing three units
dc2-378,378,https://zoningbylaw.edmonton.ca/dc2-378,res,h,up to four dwellings
dc2-379,379,https://zoningbylaw.edmonton.ca/dc2-379,res,h,medium density multiple family
dc2-380,380,https://zoningbylaw.edmonton.ca/dc2-380,res,h,medium density multiple family semi/duplex/row
dc2-384,384,https://zoningbylaw.edmonton.ca/dc2-384,com,m,general business + retail
dc2-385,385,https://zoningbylaw.edmonton.ca/dc2-385,res,m,medium density residential Mill Creek Ravine
dc2-386,386,https://zoningbylaw.edmonton.ca/dc2-386,res,m,low density multiple family
dc2-393,393,https://zoningbylaw.edmonton.ca/dc2-393,inst,m,institutional/community service facilities
dc2-394,394,https://zoningbylaw.edmonton.ca/dc2-394,com,m,neighbourhood convenience + highway commercial
dc2-396,396,https://zoningbylaw.edmonton.ca/dc2-396,com,m,vehicle orientated commercial
dc2-399,399,https://zoningbylaw.edmonton.ca/dc2-399,com,m,general business + vehicle body repair
dc2-400,400,https://zoningbylaw.edmonton.ca/dc2-400,res,h,Suburban Estate Lots
dc2-401,401,https://zoningbylaw.edmonton.ca/dc2-401,com,m,convenience commercial/personal service/minor alcohol
dc2-403,403,https://zoningbylaw.edmonton.ca/dc2-403,res,m,medium density residential Garneau
dc2-404,404,https://zoningbylaw.edmonton.ca/dc2-404,ind,m,industrial business no nuisance
dc2-406,406,https://zoningbylaw.edmonton.ca/dc2-406,com,m,ltd commercial
dc2-410,410,https://zoningbylaw.edmonton.ca/dc2-410,res,m,seniors medium density row housing
dc2-412,412,https://zoningbylaw.edmonton.ca/dc2-412,res,m,Medium Density Multiple Family + ancillary services
dc2-413,413,https://zoningbylaw.edmonton.ca/dc2-413,com,m,conversion of apartment to commercial
dc2-415,415,https://zoningbylaw.edmonton.ca/dc2-415,res,h,low rise apartment
dc2-418,418,https://zoningbylaw.edmonton.ca/dc2-418,ind,m,medium industrial
dc2-420,420,https://zoningbylaw.edmonton.ca/dc2-420,com,m,general business 100 Avenue
dc2-421,421,https://zoningbylaw.edmonton.ca/dc2-421,ind,m,warehousing to service retail
dc2-422,422,https://zoningbylaw.edmonton.ca/dc2-422,inst,m,private/public recreation/institutional/community
dc2-423,423,https://zoningbylaw.edmonton.ca/dc2-423,com,l,Non-accessory Parking additional to RA7
dc2-426,426,https://zoningbylaw.edmonton.ca/dc2-426,com,l,accessory surface parking Professional Centre
dc2-427,427,https://zoningbylaw.edmonton.ca/dc2-427,res,h,mixed housing semi/row/low rise apartments
dc2-429,429,https://zoningbylaw.edmonton.ca/dc2-429,com,m,variety commercial large site
dc2-43,43,https://zoningbylaw.edmonton.ca/dc2-43,com,m,general business
dc2-432,432,https://zoningbylaw.edmonton.ca/dc2-432,res,h,single family residential
dc2-433,433,https://zoningbylaw.edmonton.ca/dc2-433,com,l,landscaped parking for commercial site
dc2-435,435,https://zoningbylaw.edmonton.ca/dc2-435,ind,m,Industrial/Business + Casinos
dc2-436,436,https://zoningbylaw.edmonton.ca/dc2-436,mix,m,retail + office + medium rise residential
dc2-437,437,https://zoningbylaw.edmonton.ca/dc2-437,com,m,highway commercial + ltd industrial
dc2-439,439,https://zoningbylaw.edmonton.ca/dc2-439,res,h,single detached residential
dc2-440,440,https://zoningbylaw.edmonton.ca/dc2-440,res,h,low-medium density residential semi/row
dc2-445,445,https://zoningbylaw.edmonton.ca/dc2-445,res,m,adult-oriented residential + religious assembly
dc2-448,448,https://zoningbylaw.edmonton.ca/dc2-448,res,h,medium density semi/row
dc2-449,449,https://zoningbylaw.edmonton.ca/dc2-449,com,m,general business employment
dc2-452,452,https://zoningbylaw.edmonton.ca/dc2-452,com,m,large shopping centre + mixed uses
dc2-455,455,https://zoningbylaw.edmonton.ca/dc2-455,com,m,convenience commercial
dc2-457,457,https://zoningbylaw.edmonton.ca/dc2-457,com,m,low intensity commercial office/retail/service
dc2-458,458,https://zoningbylaw.edmonton.ca/dc2-458,ind,m,commercial + industrial business area
dc2-46,46,https://zoningbylaw.edmonton.ca/dc2-46,com,m,truck/automotive/recreational vehicle sales
dc2-460,460,https://zoningbylaw.edmonton.ca/dc2-460,res,m,Medium Density Multiple Family + ancillary services
dc2-462,462,https://zoningbylaw.edmonton.ca/dc2-462,inst,m,EMS ambulance station
dc2-463,463,https://zoningbylaw.edmonton.ca/dc2-463,com,m,entertainment centre hotel/casino/theatre
dc2-466,466,https://zoningbylaw.edmonton.ca/dc2-466,com,m,general commercial + low intensity office
dc2-467,467,https://zoningbylaw.edmonton.ca/dc2-467,mix,m,office conversion to apartment + commercial/office
dc2-468,468,https://zoningbylaw.edmonton.ca/dc2-468,com,m,professional office + single apartment unit
dc2-470,470,https://zoningbylaw.edmonton.ca/dc2-470,com,m,convenience commercial
dc2-472,472,https://zoningbylaw.edmonton.ca/dc2-472,mix,m,mixed housing row/apartment + ltd commercial Downtown
dc2-474,474,https://zoningbylaw.edmonton.ca/dc2-474,com,m,convenience commercial + personal service
dc2-475,475,https://zoningbylaw.edmonton.ca/dc2-475,ind,m,industrial businesses no nuisance
dc2-478,478,https://zoningbylaw.edmonton.ca/dc2-478,com,m,convenience commercial + personal service
dc2-483,483,https://zoningbylaw.edmonton.ca/dc2-483,ind,m,industrial businesses no nuisance
dc2-484,484,https://zoningbylaw.edmonton.ca/dc2-484,res,h,low density multiple family semi/row
dc2-485,485,https://zoningbylaw.edmonton.ca/dc2-485,com,m,large shopping centre + mixed uses
dc2-486,486,https://zoningbylaw.edmonton.ca/dc2-486,com,m,hotel
dc2-489,489,https://zoningbylaw.edmonton.ca/dc2-489,com,m,neighbourhood convenience commercial + personal service
dc2-490,490,https://zoningbylaw.edmonton.ca/dc2-490,com,m,range of commercial
dc2-491,491,https://zoningbylaw.edmonton.ca/dc2-491,com,m,range of commercial
dc2-497,497,https://zoningbylaw.edmonton.ca/dc2-497,res,m,medium density residential + related
dc2-501,501,https://zoningbylaw.edmonton.ca/dc2-501,mix,m,commercial+residential+community+office Downtown
dc2-505,505,https://zoningbylaw.edmonton.ca/dc2-505,mix,m,medium density residential + commercial + open space Oliver
dc2-511,511,https://zoningbylaw.edmonton.ca/dc2-511,ind,m,Casinos + industrial businesses
dc2-515,515,https://zoningbylaw.edmonton.ca/dc2-515,com,m,wide range commercial large site
dc2-516,516,https://zoningbylaw.edmonton.ca/dc2-516,ind,m,medium industrial + private clubs/recreation/cultural
dc2-520,520,https://zoningbylaw.edmonton.ca/dc2-520,ind,m,industrial businesses no nuisance
dc2-522,522,https://zoningbylaw.edmonton.ca/dc2-522,inst,h,auxiliary hospital
dc2-523,523,https://zoningbylaw.edmonton.ca/dc2-523,com,m,regional level commercial
dc2-524,524,https://zoningbylaw.edmonton.ca/dc2-524,inst,m,oil field equipment museum + private club
dc2-527,527,https://zoningbylaw.edmonton.ca/dc2-527,inst,l,religious assembly + seniors housing
dc2-529,529,https://zoningbylaw.edmonton.ca/dc2-529,inst,m,seniors housing + extended care lodge + commercial
dc2-530,530,https://zoningbylaw.edmonton.ca/dc2-530,res,m,medium density residential + related
dc2-531,531,https://zoningbylaw.edmonton.ca/dc2-531,res,m,medium density residential + assisted living
dc2-533,533,https://zoningbylaw.edmonton.ca/dc2-533,com,m,convenience commercial/gas bar/car wash
dc2-535,535,https://zoningbylaw.edmonton.ca/dc2-535,com,m,greenhouse/nursery/retail store
dc2-536,536,https://zoningbylaw.edmonton.ca/dc2-536,res,m,non-family medium density residential
dc2-537,537,https://zoningbylaw.edmonton.ca/dc2-537,ind,m,Casinos + IB Industrial Business
dc2-54,54,https://zoningbylaw.edmonton.ca/dc2-54,inst,h,200-bed auxiliary hospital
dc2-544,544,https://zoningbylaw.edmonton.ca/dc2-544,mix,m,extended medical + medium density housing + ltd commercial
dc2-545,545,https://zoningbylaw.edmonton.ca/dc2-545,res,m,medium density housing
dc2-546,546,https://zoningbylaw.edmonton.ca/dc2-546,res,h,single and semi-detached residential
dc2-547,547,https://zoningbylaw.edmonton.ca/dc2-547,com,m,convenience commercial + personal service + minor alcohol
dc2-550,550,https://zoningbylaw.edmonton.ca/dc2-550,res,h,single family residential rural
dc2-551,551,https://zoningbylaw.edmonton.ca/dc2-551,com,m,convenience commercial + personal service
dc2-552,552,https://zoningbylaw.edmonton.ca/dc2-552,com,m,convenience commercial + personal service + clinic
dc2-553,553,https://zoningbylaw.edmonton.ca/dc2-553,com,m,ltd commercial
dc2-554,554,https://zoningbylaw.edmonton.ca/dc2-554,mix,m,office support service + semi-detached housing
dc2-555,555,https://zoningbylaw.edmonton.ca/dc2-555,res,h,family oriented dwellings semi/duplex/row
dc2-556,556,https://zoningbylaw.edmonton.ca/dc2-556,res,h,low density residential
dc2-557,557,https://zoningbylaw.edmonton.ca/dc2-557,mix,m,ground floor commercial to apartment + small commercial
dc2-559,559,https://zoningbylaw.edmonton.ca/dc2-559,com,m,small scale retail + general commercial
dc2-560,560,https://zoningbylaw.edmonton.ca/dc2-560,res,h,low rise apartment housing
dc2-561,561,https://zoningbylaw.edmonton.ca/dc2-561,com,m,large scale retail business + general commercial
dc2-562,562,https://zoningbylaw.edmonton.ca/dc2-562,com,m,businesses large sites visibility
dc2-563,563,https://zoningbylaw.edmonton.ca/dc2-563,res,m,low rise apartment
dc2-566,566,https://zoningbylaw.edmonton.ca/dc2-566,res,m,medium density residential + related
dc2-567,567,https://zoningbylaw.edmonton.ca/dc2-567,com,m,commercial/business + general retail
dc2-569,569,https://zoningbylaw.edmonton.ca/dc2-569,res,m,low and medium density housing
dc2-573,573,https://zoningbylaw.edmonton.ca/dc2-573,com,m,automobile oriented commercial
dc2-574,574,https://zoningbylaw.edmonton.ca/dc2-574,ind,m,industrial businesses + medium industrial manufacturing
dc2-575,575,https://zoningbylaw.edmonton.ca/dc2-575,com,m,call centre + office support + commercial schools
dc2-577,577,https://zoningbylaw.edmonton.ca/dc2-577,res,h,medium-high density Row/Stacked/High Rise Apartment
dc2-583,583,https://zoningbylaw.edmonton.ca/dc2-583,ind,m,general industrial + ltd industrial business
dc2-589,589,https://zoningbylaw.edmonton.ca/dc2-589,res,h,low density residential semi-detached
dc2-591,591,https://zoningbylaw.edmonton.ca/dc2-591,res,m,seniors residential + convenience commercial
dc2-593,593,https://zoningbylaw.edmonton.ca/dc2-593,com,m,Automotive/Recreational Vehicle Sales
dc2-594,594,https://zoningbylaw.edmonton.ca/dc2-594,inst,m,assisted living seniors geriatric/palliative care
dc2-596,596,https://zoningbylaw.edmonton.ca/dc2-596,res,h,Medium Rise Apartment
dc2-602,602,https://zoningbylaw.edmonton.ca/dc2-602,res,h,Low Rise Apartment
dc2-603,603,https://zoningbylaw.edmonton.ca/dc2-603,com,m,coffee shop drive-through
dc2-604,604,https://zoningbylaw.edmonton.ca/dc2-604,inst,l,surface parking for religious assembly
dc2-607,607,https://zoningbylaw.edmonton.ca/dc2-607,res,h,apartment housing
dc2-608,608,https://zoningbylaw.edmonton.ca/dc2-608,res,h,apartment housing
dc2-609,609,https://zoningbylaw.edmonton.ca/dc2-609,com,m,general business + office 100 Avenue
dc2-61,61,https://zoningbylaw.edmonton.ca/dc2-61,com,m,low intensity business + commercial
dc2-612,612,https://zoningbylaw.edmonton.ca/dc2-612,com,m,Automotive/Recreation Vehicle Sales
dc2-614,614,https://zoningbylaw.edmonton.ca/dc2-614,res,h,low and medium density housing
dc2-615,615,https://zoningbylaw.edmonton.ca/dc2-615,res,h,medium density residential low rise apartment
dc2-616,616,https://zoningbylaw.edmonton.ca/dc2-616,res,h,low-rise low density apartment
dc2-618,618,https://zoningbylaw.edmonton.ca/dc2-618,res,m,church parking + residential row housing
dc2-619,619,https://zoningbylaw.edmonton.ca/dc2-619,com,m,Recycling Depot + small scale commercial
dc2-620,620,https://zoningbylaw.edmonton.ca/dc2-620,res,h,four-storey low rise residential
dc2-626,626,https://zoningbylaw.edmonton.ca/dc2-626,com,m,Automotive/Recreational Vehicle Sales
dc2-631,631,https://zoningbylaw.edmonton.ca/dc2-631,res,h,low and medium rise residential apartment
dc2-632,632,https://zoningbylaw.edmonton.ca/dc2-632,com,m,existing shopping centre + new commercial
dc2-633,633,https://zoningbylaw.edmonton.ca/dc2-633,mix,m,mixed use commercial/residential
dc2-635,635,https://zoningbylaw.edmonton.ca/dc2-635,com,l,surface parking Northlands Park expansion
dc2-636,636,https://zoningbylaw.edmonton.ca/dc2-636,inst,m,seniors health service facility + parkade
dc2-637,637,https://zoningbylaw.edmonton.ca/dc2-637,com,m,funeral/cremation/internment facility
dc2-63a,63,https://zoningbylaw.edmonton.ca/dc2-63a,com,m,general business + highway commercial
dc2-641,641,https://zoningbylaw.edmonton.ca/dc2-641,com,m,retail/commercial/office/indoor storage
dc2-643,643,https://zoningbylaw.edmonton.ca/dc2-643,com,m,shopping centre
dc2-644,644,https://zoningbylaw.edmonton.ca/dc2-644,com,m,Casino facility expansion
dc2-645,645,https://zoningbylaw.edmonton.ca/dc2-645,com,m,office building Professional/Financial/Office Support
dc2-648,648,https://zoningbylaw.edmonton.ca/dc2-648,mix,m,low intensity business + apartment housing
dc2-650,650,https://zoningbylaw.edmonton.ca/dc2-650,inst,m,religious assembly
dc2-654,654,https://zoningbylaw.edmonton.ca/dc2-654,com,m,commercial + industrial business uses
dc2-655,655,https://zoningbylaw.edmonton.ca/dc2-655,com,m,general retail stores
dc2-66,66,https://zoningbylaw.edmonton.ca/dc2-66,com,m,general business
dc2-660,660,https://zoningbylaw.edmonton.ca/dc2-660,inst,m,Traditional Burial Grounds/Cemetery + park
dc2-661,661,https://zoningbylaw.edmonton.ca/dc2-661,com,m,retail + ltd general commercial Mill Woods
dc2-663,663,https://zoningbylaw.edmonton.ca/dc2-663,res,m,residential development
dc2-664,664,https://zoningbylaw.edmonton.ca/dc2-664,res,h,low rise apartment housing
dc2-666,666,https://zoningbylaw.edmonton.ca/dc2-666,res,h,low rise apartment building
dc2-668,668,https://zoningbylaw.edmonton.ca/dc2-668,com,m,prestige office buildings + business support/commercial
dc2-67,67,https://zoningbylaw.edmonton.ca/dc2-67,inst,m,Private Educational/Community Recreational/Private Clubs
dc2-671,671,https://zoningbylaw.edmonton.ca/dc2-671,ind,m,general industrial + conversion to commercial office
dc2-673,673,https://zoningbylaw.edmonton.ca/dc2-673,com,m,parking garage for hospital + auto sales
dc2-675,675,https://zoningbylaw.edmonton.ca/dc2-675,inst,m,La Cite Francophone cultural centre
dc2-676,676,https://zoningbylaw.edmonton.ca/dc2-676,inst,h,public school
dc2-68,68,https://zoningbylaw.edmonton.ca/dc2-68,com,m,convenience commercial + office
dc2-684,684,https://zoningbylaw.edmonton.ca/dc2-684,inst,m,extended medical + seniors + institutional Griesbach
dc2-686,686,https://zoningbylaw.edmonton.ca/dc2-686,com,m,medium rise office building + commercial
dc2-687,687,https://zoningbylaw.edmonton.ca/dc2-687,com,m,Southgate Centre shopping centre
dc2-688,688,https://zoningbylaw.edmonton.ca/dc2-688,res,m,medium density residential Athlone
dc2-689,689,https://zoningbylaw.edmonton.ca/dc2-689,res,h,medium density residential apartment
dc2-695,695,https://zoningbylaw.edmonton.ca/dc2-695,ind,m,conversion of obsolete industrial to commercial office
dc2-696,696,https://zoningbylaw.edmonton.ca/dc2-696,ind,m,general industrial + conversion to commercial office
dc2-697,697,https://zoningbylaw.edmonton.ca/dc2-697,com,m,office/convenience commercial/library/cultural
dc2-698,698,https://zoningbylaw.edmonton.ca/dc2-698,res,h,low density housing Griesbach
dc2-699,699,https://zoningbylaw.edmonton.ca/dc2-699,inst,m,Outdoor/Indoor Participant Recreation + riding stable
dc2-7,7,https://zoningbylaw.edmonton.ca/dc2-7,com,l,parking lot to serve commercial site
dc2-70,70,https://zoningbylaw.edmonton.ca/dc2-70,com,m,drive-through vehicle service + convenience commercial
dc2-700,700,https://zoningbylaw.edmonton.ca/dc2-700,ind,m,general industrial + warehouse sales + restaurant
dc2-704,704,https://zoningbylaw.edmonton.ca/dc2-704,res,m,low rise apartment + community recreation
dc2-717,717,https://zoningbylaw.edmonton.ca/dc2-717,inst,m,cemetery + funeral/cremation/internment
dc2-718,718,https://zoningbylaw.edmonton.ca/dc2-718,res,h,four storey low rise apartment
dc2-719,719,https://zoningbylaw.edmonton.ca/dc2-719,mix,m,16 storey residential tower + office/commercial podium
dc2-720,720,https://zoningbylaw.edmonton.ca/dc2-720,res,h,medium density residential apartment
dc2-721,721,https://zoningbylaw.edmonton.ca/dc2-721,res,m,conversion to apartment housing
dc2-724,724,https://zoningbylaw.edmonton.ca/dc2-724,res,m,high density residential urban village
dc2-725,725,https://zoningbylaw.edmonton.ca/dc2-725,res,h,Apartment Housing
dc2-726,726,https://zoningbylaw.edmonton.ca/dc2-726,res,h,Row Housing
dc2-727,727,https://zoningbylaw.edmonton.ca/dc2-727,inst,m,public land recreation/stormwater/natural area
dc2-728,728,https://zoningbylaw.edmonton.ca/dc2-728,res,h,26 storey residential apartment
dc2-732,732,https://zoningbylaw.edmonton.ca/dc2-732,mix,m,high density mixed use commercial+residential 82 Ave
dc2-736,736,https://zoningbylaw.edmonton.ca/dc2-736,res,h,row housing
dc2-738,738,https://zoningbylaw.edmonton.ca/dc2-738,com,m,low intensity neighbourhood convenience commercial
dc2-740,740,https://zoningbylaw.edmonton.ca/dc2-740,res,h,low rise apartment
dc2-745,745,https://zoningbylaw.edmonton.ca/dc2-745,res,h,medium rise apartment 6 storeys
dc2-747,747,https://zoningbylaw.edmonton.ca/dc2-747,mix,m,single detached or professional/office support
dc2-75,75,https://zoningbylaw.edmonton.ca/dc2-75,com,m,general business + highway commercial
dc2-750,750,https://zoningbylaw.edmonton.ca/dc2-750,res,m,29 storey high-rise apartment
dc2-751,751,https://zoningbylaw.edmonton.ca/dc2-751,inst,l,religious assembly + future industrial
dc2-754,754,https://zoningbylaw.edmonton.ca/dc2-754,inst,m,Regional Health Services Campus
dc2-756,756,https://zoningbylaw.edmonton.ca/dc2-756,res,h,low rise residential stacked row + apartments
dc2-757,757,https://zoningbylaw.edmonton.ca/dc2-757,res,h,low rise apartment
dc2-761,761,https://zoningbylaw.edmonton.ca/dc2-761,res,h,medium density apartment
dc2-768,768,https://zoningbylaw.edmonton.ca/dc2-768,mix,m,four storey apartment + ground floor commercial
dc2-769,769,https://zoningbylaw.edmonton.ca/dc2-769,inst,m,seniors Assisted Living + supportive commercial
dc2-771,771,https://zoningbylaw.edmonton.ca/dc2-771,com,m,commercial hair care in single detached house
dc2-773,773,https://zoningbylaw.edmonton.ca/dc2-773,com,m,medium rise office building + commercial
dc2-774,774,https://zoningbylaw.edmonton.ca/dc2-774,res,h,high density residential tower
dc2-775,775,https://zoningbylaw.edmonton.ca/dc2-775,res,h,four storey low-rise high density apartment
dc2-778,778,https://zoningbylaw.edmonton.ca/dc2-778,res,h,low-rise apartment affordable housing
dc2-78,78,https://zoningbylaw.edmonton.ca/dc2-78,inst,m,religious assembly development
dc2-780,780,https://zoningbylaw.edmonton.ca/dc2-780,mix,m,mixed-use residential + main floor commercial + office
dc2-789,789,https://zoningbylaw.edmonton.ca/dc2-789,com,m,ltd commercial serving community
dc2-791,791,https://zoningbylaw.edmonton.ca/dc2-791,com,m,commercial site
dc2-793,793,https://zoningbylaw.edmonton.ca/dc2-793,com,m,Automotive/Recreational Vehicle Sales
dc2-794,794,https://zoningbylaw.edmonton.ca/dc2-794,res,h,four storey apartment
dc2-795,795,https://zoningbylaw.edmonton.ca/dc2-795,res,m,low-rise apartment + child care
dc2-796,796,https://zoningbylaw.edmonton.ca/dc2-796,mix,m,11-storey mixed-use commercial podium + residential towers
dc2-798,798,https://zoningbylaw.edmonton.ca/dc2-798,inst,h,nursing home
dc2-799,799,https://zoningbylaw.edmonton.ca/dc2-799,res,m,apartment housing + extended medical treatment
dc2-800,800,https://zoningbylaw.edmonton.ca/dc2-800,ind,m,light industrial no nuisance
dc2-801,801,https://zoningbylaw.edmonton.ca/dc2-801,res,h,row housing
dc2-806,806,https://zoningbylaw.edmonton.ca/dc2-806,mix,m,residential dwelling + business/office/personal service + studio
dc2-808,808,https://zoningbylaw.edmonton.ca/dc2-808,com,m,convenience commercial/office/personal services/food
dc2-810,810,https://zoningbylaw.edmonton.ca/dc2-810,res,m,ground floor commercial in high rise residential
dc2-813,813,https://zoningbylaw.edmonton.ca/dc2-813,res,h,low-rise residential four storey
dc2-814,814,https://zoningbylaw.edmonton.ca/dc2-814,res,h,medium density housing
dc2-816,816,https://zoningbylaw.edmonton.ca/dc2-816,res,h,medium density residential former police station
dc2-817,817,https://zoningbylaw.edmonton.ca/dc2-817,res,h,multi-unit housing
dc2-820,820,https://zoningbylaw.edmonton.ca/dc2-820,mix,m,mixed-use high density urban village brownfield
dc2-821,821,https://zoningbylaw.edmonton.ca/dc2-821,com,m,commercial office within single-detached dwelling
dc2-823,823,https://zoningbylaw.edmonton.ca/dc2-823,ind,m,general industrial + conversion to commercial office
dc2-824,824,https://zoningbylaw.edmonton.ca/dc2-824,res,h,high density residential tower
dc2-825,825,https://zoningbylaw.edmonton.ca/dc2-825,mix,m,36 storey mixed use commercial + high density
dc2-827,827,https://zoningbylaw.edmonton.ca/dc2-827,res,h,medium density housing
dc2-828,828,https://zoningbylaw.edmonton.ca/dc2-828,res,h,medium density housing
dc2-829,829,https://zoningbylaw.edmonton.ca/dc2-829,ind,m,industrial businesses no nuisance + ltd non-industrial
dc2-831,831,https://zoningbylaw.edmonton.ca/dc2-831,com,m,Automotive/Recreational Vehicle Sales
dc2-836,836,https://zoningbylaw.edmonton.ca/dc2-836,com,m,convenience commercial + personal service
dc2-837,837,https://zoningbylaw.edmonton.ca/dc2-837,inst,m,cultural centre
dc2-839,839,https://zoningbylaw.edmonton.ca/dc2-839,mix,m,36 storey mixed use commercial podium + high density
dc2-842,842,https://zoningbylaw.edmonton.ca/dc2-842,res,m,two residential dwellings + non-accessory parking
dc2-844,844,https://zoningbylaw.edmonton.ca/dc2-844,com,m,existing building commercial
dc2-845,845,https://zoningbylaw.edmonton.ca/dc2-845,com,m,community-oriented commercial business
dc2-847,847,https://zoningbylaw.edmonton.ca/dc2-847,res,h,Stacked Row Housing
dc2-85,85,https://zoningbylaw.edmonton.ca/dc2-85,com,m,neighbourhood convenience commercial + personal service
dc2-850,850,https://zoningbylaw.edmonton.ca/dc2-850,res,h,low rise Apartment Housing
dc2-851,851,https://zoningbylaw.edmonton.ca/dc2-851,res,m,residential facility for patients/families
dc2-852,852,https://zoningbylaw.edmonton.ca/dc2-852,mix,m,existing building residential + mixed-use potential
dc2-855,855,https://zoningbylaw.edmonton.ca/dc2-855,res,m,Group Home
dc2-859,859,https://zoningbylaw.edmonton.ca/dc2-859,mix,m,Residential above ltd Commercial
dc2-862,862,https://zoningbylaw.edmonton.ca/dc2-862,com,m,commercial + business near heavy industrial
dc2-863,863,https://zoningbylaw.edmonton.ca/dc2-863,mix,m,4-storey mixed use residential + commercial
dc2-865,865,https://zoningbylaw.edmonton.ca/dc2-865,com,m,conversion of residential to health services/office
dc2-867,867,https://zoningbylaw.edmonton.ca/dc2-867,com,m,three mixed retail/office buildings
dc2-869,869,https://zoningbylaw.edmonton.ca/dc2-869,mix,m,mixed use residential + commercial Water's Edge
dc2-87,87,https://zoningbylaw.edmonton.ca/dc2-87,com,m,office/commercial + basic services/community/cultural
dc2-873,873,https://zoningbylaw.edmonton.ca/dc2-873,res,h,low rise residential
dc2-875,875,https://zoningbylaw.edmonton.ca/dc2-875,mix,m,mixed use commercial + residential shopping street
dc2-877,877,https://zoningbylaw.edmonton.ca/dc2-877,res,h,Apartment Housing Family Oriented
dc2-879,879,https://zoningbylaw.edmonton.ca/dc2-879,com,m,highway commercial 100 Avenue
dc2-88,88,https://zoningbylaw.edmonton.ca/dc2-88,mix,m,existing hotel + residential related Downtown
dc2-880,880,https://zoningbylaw.edmonton.ca/dc2-880,res,h,existing residential Griesbach
dc2-888,888,https://zoningbylaw.edmonton.ca/dc2-888,res,h,semi-detached Housing
dc2-891,891,https://zoningbylaw.edmonton.ca/dc2-891,res,h,two low rise apartment buildings
dc2-893,893,https://zoningbylaw.edmonton.ca/dc2-893,com,m,shopping centre anchored by grocery
dc2-896,896,https://zoningbylaw.edmonton.ca/dc2-896,com,m,vehicle-oriented + general commercial remediated
dc2-898,898,https://zoningbylaw.edmonton.ca/dc2-898,ind,m,industrial businesses no nuisance + ltd non-industrial
dc2-899,899,https://zoningbylaw.edmonton.ca/dc2-899,com,m,South Edmonton Common shopping centre
dc2-903,903,https://zoningbylaw.edmonton.ca/dc2-903,res,m,Stacked Row Housing + religious assembly + community
dc2-907,907,https://zoningbylaw.edmonton.ca/dc2-907,mix,m,residential + mixed-use residential/commercial
dc2-908,908,https://zoningbylaw.edmonton.ca/dc2-908,com,m,services and retail serving local area
dc2-909,909,https://zoningbylaw.edmonton.ca/dc2-909,ind,m,light industrial + ltd retail no nuisance
dc2-911,911,https://zoningbylaw.edmonton.ca/dc2-911,inst,m,Indoor Participant Recreation rifle/pistol ranges
dc2-918,918,https://zoningbylaw.edmonton.ca/dc2-918,com,m,three hotels
dc2-921,921,https://zoningbylaw.edmonton.ca/dc2-921,res,h,medium density housing
dc2-922,922,https://zoningbylaw.edmonton.ca/dc2-922,res,h,low rise residential
dc2-926,926,https://zoningbylaw.edmonton.ca/dc2-926,res,m,residential facility for patients/families
dc2-928,928,https://zoningbylaw.edmonton.ca/dc2-928,mix,m,mixed-use high-rise residential/retail/office
dc2-929,929,https://zoningbylaw.edmonton.ca/dc2-929,res,h,residential development + natural area
dc2-93,93,https://zoningbylaw.edmonton.ca/dc2-93,com,m,ltd retail office/business
dc2-930,930,https://zoningbylaw.edmonton.ca/dc2-930,res,h,high density apartment building
